لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,وسيلة الدفع,معروضة,أصحاب سابقون,عدد الركاب,الدفع,air_conditioner,central_closing,alarm_devise,CD_recorder,leather_upholstery,air_cushion,magnesium_rims,sunroof,التكميلي (جسم المركبة),طرف ثالث,المجموع,name_car,model_car,price_car
سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2700,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,2083.0,3423.0,كيا برايد,موديل سنة 2014,62000.0
أبيض,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,3000,600,نقدا فقط,للبيع أو التبديل,2,2+1,دفع خلفي,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,517.0,500.0,1017.0,فولكسفاجن طوارق,موديل سنة 2009,135000.0
أبيض,بنزين,عمومي,فلسطينية,عادي,يدوي,1600,,إمكانية التقسيط,للبيع فقط,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1340.0,1628.0,2968.0,بيجو بارتنر,موديل سنة 2018,85000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,75000,نقدا فقط,للبيع أو التبديل,2,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1035.0,1016.0,2050.0,,,
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,35000,نقدا فقط,للبيع فقط,يد أولى وكالة,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,هونداي i10,موديل سنة 2016,45000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع فقط,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1340.0,1313.0,2653.0,مرسيدس 412,موديل سنة 1997,73000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,420000,إمكانية التقسيط,للبيع أو التبديل,5,6+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,1348.0,2688.0,فولكسفاجن بولو,موديل سنة 2001,25000.0
عدة الوان,بنزين,خصوصي,فلسطينية,عادي,يدوي,900,000000,نقدا فقط,للبيع فقط,يد ثانيه,4+1,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1340.0,1716.0,3055.0,فولكسفاجن جولف,موديل سنة 2006,45000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع أو التبديل,,2+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1401.0,2740.0,فولكسفاجن كرافيل,موديل سنة 1986,11000.0
أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1000.0,2035.0,فولكسفاجن GTI,موديل سنة 2019,165000.0
أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,420,,إمكانية التقسيط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,2013.0,3703.0,فولكسفاجن باسات,موديل سنة 2005,40000.0
أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,48000,نقدا فقط,للبيع فقط,0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,هونداي توسان,موديل سنة 2016,112000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1035.0,1541.0,2575.0,مرسيدس 230,موديل سنة 1986,7000.0
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,ثانبه,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,هونداي افانتي,موديل سنة 2006,33000.0
خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,164,نقدا فقط,للبيع أو التبديل,ثالثة,6+1,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,935.0,1000.0,1935.0,فولكسفاجن باسات,موديل سنة 2008,60000.0
سكني,بنزين,تدريب سياقة,فلسطينية,عادي,الكتروني,1400,00000,نقدا فقط,للبيع فقط,1,4+1,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1340.0,1663.0,3003.0,سكودا سوبيرب,موديل سنة 2018,140000.0
أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1304.0,2644.0,كيا بيكانتو,موديل سنة 2015,40500.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200,إمكانية التقسيط,للبيع فقط,0,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,اوبل كورسا,موديل سنة 2016,45000.0
فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160000,نقدا فقط,للبيع فقط,يد اولى,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,سوبارو عريض,موديل سنة 1986,22000.0
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,935.0,1000.0,1935.0,أفيكو 50C13,موديل سنة 2003,25000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,,إمكانية التقسيط,للبيع فقط,,4+1,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1033.0,2373.0,,,
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,٦٩,إمكانية التقسيط,للبيع فقط,٣,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,935.0,1000.0,1935.0,هونداي سوناتا,موديل سنة 2014,85000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,97000,نقدا فقط,للبيع فقط,ثالثه,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1330.0,2670.0,هونداي توسان,موديل سنة 2015,129000.0
بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,70000,نقدا فقط,للبيع فقط,مستورده,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,517.0,500.0,1017.0,فورد مونديو,موديل سنة 1998,7000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,سكودا اوكتافيا,موديل سنة 2012,69000.0
أسود,بنزين,خصوصي,نمرة صفراء,عادي,يدوي,550,,نقدا فقط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1961.0,3300.0,,,
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1690.0,1050.0,2740.0,فيات دوبلو,موديل سنة 2015,47500.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,68000,نقدا فقط,للبيع فقط,يد ثانيه,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1035.0,1050.0,2085.0,هونداي توسان,موديل سنة 2008,66000.0
أسود,ديزل,حكومي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,75000,إمكانية التقسيط,للبيع فقط,يد أولى,4+1,دفع رباعي 4x4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,517.0,500.0,1017.0,فولكسفاجن باسات,موديل سنة 2006,63000.0
زيتي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,170000,إمكانية التقسيط,للبيع فقط,4,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,2363.0,3703.0,اودي 80,موديل سنة 1992,18000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,250,٢٠٠٠,إمكانية التقسيط,للبيع أو التبديل,٢,1+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,1663.0,3353.0,فورد فيستا,موديل سنة 2012,42000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,إمكانية التقسيط,للبيع فقط,,7+1,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1340.0,1749.0,3089.0,هونداي توسان,موديل سنة 2011,68000.0
سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,41000,نقدا فقط,للبيع فقط,يدأولى,4+1,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,كيا سبورتاج,موديل سنة 2017,93000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,٢٦٠,نقدا فقط,للبيع فقط,يد اولى,٤+١,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,سكودا سوبيرب,موديل سنة 2005,45000.0
خمري,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,شغال,نقدا فقط,للبيع أو التبديل,٧,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1340.0,2188.0,3528.0,شاحنة سكانيا,موديل سنة 2006,85000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,165000,إمكانية التقسيط,للبيع أو التبديل,,3+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,467.0,500.0,967.0,سكودا اوكتافيا,موديل سنة 2014,77000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000,إمكانية التقسيط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1575.0,2610.0,هوندا سيفيك,موديل سنة 2007,47000.0
أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,فولكسفاجن جولف,موديل سنة 2012,83000.0
رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,١٠٥٠٠٠,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هوندا سيفيك,موديل سنة 2007,48000.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,750000,نقدا فقط,للبيع أو التبديل,0,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0,500.0,967.0,هونداي اكسنت,موديل سنة 2017,62000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,94500,إمكانية التقسيط,للبيع فقط,يد أولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,,,
أبيض,ديزل,حكومي,فلسطينية,عادي,يدوي,2500,700000,نقدا فقط,للبيع فقط,١,4+1,دفع رباعي 4x4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1340.0,1803.0,3143.0,رينو 12ستيشن,موديل سنة 1977,6000.0
فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,20.000,نقدا فقط,للبيع أو التبديل,استيراد كوريا - جديد مش منمر,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,517.0,500.0,1017.0,كيا سيراتو,موديل سنة 2007,35000.0
كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,935.0,1506.0,2440.0,,,
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,352688875,نقدا فقط,للبيع أو التبديل,٤,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,2275.0,3615.0,هونداي توسان,موديل سنة 2015,115000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160,إمكانية التقسيط,للبيع أو التبديل,2,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,,,
أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,123456,نقدا فقط,للبيع فقط,٦,4+1,دفع أمامي,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1050.0,2390.0,فولكسفاجن جيتا,موديل سنة 2010,55000.0
بترولي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,21000,إمكانية التقسيط,للبيع فقط,استيراد كوريا,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1926.0,3265.0,هونداي سانتافيه,موديل سنة 2013,85000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,٣٨٠٠٠,نقدا فقط,للبيع فقط,يد اولى,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,فورد ترانزيت,موديل سنة 1987,12000.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,22000,نقدا فقط,للبيع أو التبديل,6,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1340.0,2766.0,4105.0,سكودا اوكتافيا,موديل سنة 2011,69999.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,,نقدا فقط,للبيع فقط,5,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1340.0,2048.0,3388.0,نيسان جوك,موديل سنة 2012,55000.0
أبيض,بنزين,تجاري,فلسطينية,عادي,الكتروني,1600,000000,إمكانية التقسيط,للبيع أو التبديل,000,4+1,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1340.0,1558.0,2898.0,اوبل زافيرا,موديل سنة 2006,22500.0
رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,57000,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,سكودا سوبيرب,موديل سنة 2019,130000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,160 الف,نقدا فقط,للبيع فقط,يد رابعه,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1085.0,2425.0,بي ام دبليو 316,موديل سنة 2005,65000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,,نقدا فقط,للبيع فقط,0,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1340.0,2888.0,4228.0,اوبل فيكترا,موديل سنة 2003,30000.0
أسود,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1576.0,2915.0,هونداي الانترا,موديل سنة 2013,67000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,500.0,1345.0,سيت ليون,موديل سنة 2015,60000.0
كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,259,نقدا فقط,للبيع فقط,ثانيه,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1576.0,2915.0,كيا سورينتو,موديل سنة 2018,185000.0
برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,105000,نقدا فقط,للبيع أو التبديل,يد اولى,7+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1340.0,2696.0,4036.0,سيت ليون,موديل سنة 2017,130000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1500,,نقدا فقط,للبيع فقط,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1035.0,1016.0,2050.0,سكودا اوكتافيا,موديل سنة 2017,105000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,72000,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1208.0,2548.0,هونداي 2007,موديل سنة 2007,36000.0
فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,55000,نقدا فقط,للبيع فقط,يد اولى,6+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1340.0,1576.0,2915.0,هونداي فيرنا,موديل سنة 2003,28000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,إمكانية التقسيط,للبيع فقط,اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,2275.0,3615.0,,,
أصفر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,بيجو 5008,موديل سنة 2010,55000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,٢,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,سكودا سوبيرب,موديل سنة 2015,125000.0
أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,93000,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,كيا اوبتيما,موديل سنة 2016,65000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٢٠٠٠,إمكانية التقسيط,للبيع أو التبديل,٠,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,4550.0,6240.0,كيا برايد,موديل سنة 2008,40000.0
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,نقدا فقط,للبيع فقط,,7+1,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1690.0,1576.0,3265.0,كيا برايد,موديل سنة 2015,63000.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٨٠٠٠٠,إمكانية التقسيط,للبيع أو التبديل,اولى,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,كيا سورينتو,موديل سنة 2021,215000.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,36000,إمكانية التقسيط,للبيع أو التبديل,,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,2013.0,3353.0,فولكسفاجن باسات,موديل سنة 2005,38500.0
رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,91000,نقدا فقط,للبيع أو التبديل,2,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1690.0,1138.0,2828.0,هونداي افانتي,موديل سنة 2005,35000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,230000 كيلو متر,نقدا فقط,للبيع فقط,يد ثانيه,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,فيات كيوبو,موديل سنة 2013,52000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,نقدا فقط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1488.0,2828.0,كيا مورننغ,موديل سنة 2018,55000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,٩٨,نقدا فقط,للبيع فقط,يد اولى,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1016.0,2050.0,,,
أبيض عاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,450000,نقدا فقط,للبيع فقط,اولى,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,935.0,2713.0,3648.0,سكودا فابيا,موديل سنة 2010,43000.0
أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,إمكانية التقسيط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1035.0,1000.0,2035.0,فولكسفاجن كادي,موديل سنة 2013,90000.0
رصاصي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,17000,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,3431.0,4770.0,سكودا MPI,موديل سنة 2008,55000.0
أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,4000,,إمكانية التقسيط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1838.0,3178.0,ميتسوبيشي بيجيرو كنج,موديل سنة 2008,135000.0
كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,138000,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,سكودا اوكتافيا,موديل سنة 2003,37000.0
أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1400,١٢٣٤٥٦,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,مرسيدس فيانو,موديل سنة 2011,135000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,نقدا فقط,للبيع أو التبديل,,4+1,دفع رباعي 4x4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,845.0,656.0,1501.0,بي ام دبليو 316,موديل سنة 1989,27000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع فقط,,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,فورد فوكس,موديل سنة 2014,66666.0
أبيض عاجي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1600,158000,إمكانية التقسيط,للبيع أو التبديل,2,4+1,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,لاندروفر سنتانا,موديل سنة 2005,28000.0
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,132000,إمكانية التقسيط,للتبديل فقط,يد ثالثة,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,هونداي الانترا,موديل سنة 2005,32000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,80000,إمكانية التقسيط,للتبديل فقط,يد اولى,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1690.0,1208.0,2898.0,اوبل استرا,موديل سنة 1996,20000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,200,46000,نقدا فقط,للبيع فقط,يد اولى,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,كيا برايد,موديل سنة 2007,40000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1250,40000,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1690.0,1000.0,2690.0,هونداي سانتافيه,موديل سنة 2016,130000.0
جيشي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,20000,نقدا فقط,للبيع أو التبديل,1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,هونداي اكسنت,موديل سنة 2016,65000.0
رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,٣٨,إمكانية التقسيط,للبيع أو التبديل,اولا,,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1690.0,3151.0,4840.0,مرسيدس 411,موديل سنة 2002,45000.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,,4+1,دفع أمامي,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1926.0,2960.0,فولكسفاجن تيجوان,موديل سنة 2019,175000.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,00000,إمكانية التقسيط,للبيع أو التبديل,4,4+1,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,670.0,500.0,1170.0,فولكسفاجن توران,موديل سنة 2013,65000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,3000,1600000,إمكانية التقسيط,للبيع أو التبديل,يد رابعة,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,,,
رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,123000,إمكانية التقسيط,للبيع فقط,يد ثالثة,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1035.0,1226.0,2260.0,سكودا اوكتافيا,موديل سنة 2013,50000.0
أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,250,إمكانية التقسيط,للبيع أو التبديل,2,4+1,دفع أمامي,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1340.0,1401.0,2740.0,فولكسفاجن بولو,موديل سنة 2014,50000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,فولكسفاجن باسات,موديل سنة 2002,33500.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,130000 كيلو متر,إمكانية التقسيط,للبيع أو التبديل,يد اولى,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,هونداي تيراكان,موديل سنة 2007,35000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,517.0,500.0,1017.0,فولكسفاجن بولو,موديل سنة 2008,30000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,,7+1,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1313.0,2653.0,فولكسفاجن جولف,موديل سنة 2005,60000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,2000,00000,إمكانية التقسيط,للبيع فقط,ثانية,4+1,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,مرسيدس 220,موديل سنة 2000,23000.0
